2011Zones,Bus Accessbility Count
Paisley South - 01,13.78
Paisley South - 02,35.55
Paisley South - 03,10.16
Paisley South - 04,14.77
Paisley South East - 01,65.11
Paisley South East - 02,69.77
Paisley South East - 03,58.84
Paisley South East - 04,34.72
Paisley South East - 05,13.68
Paisley South East - 06,31.7
Paisley South East - 07,21.02
Paisley Dykebar - 01,18.48
Paisley Dykebar - 02,28.12
Paisley Dykebar - 03,5.1
Paisley Dykebar - 04,12.19
Paisley Dykebar - 05,4.74
Paisley East - 01,16.54
Paisley East - 02,8.64
Paisley East - 03,17.19
Paisley East - 04,29.61
Paisley East - 05,6.2
Paisley East - 06,9.82
Paisley Central - 01,8.75
Paisley Central - 02,173.41
Paisley Central - 03,128.82
Paisley Central - 04,112.62
Paisley Central - 05,51.94
Paisley Central - 06,163.31
Paisley Central - 07,119.55
Paisley Central - 08,77.69
Paisley North East - 01,90.19
Paisley North East - 02,62.76
Paisley North East - 03,101.06
Paisley North East - 04,84.44
Paisley North East - 05,83.24
Paisley North East - 06,8.06
Paisley North East - 07,1.9
Paisley Ralston - 01,27.65
Paisley Ralston - 02,59.83
Paisley Ralston - 03,33.84
Paisley Ralston - 04,42.24
Paisley Ralston - 05,22.13
Paisley Gallowhill and Hillington - 01,71.03
Paisley Gallowhill and Hillington - 02,33.31
Paisley Gallowhill and Hillington - 03,44.66
Paisley Gallowhill and Hillington - 04,19.72
Paisley Gallowhill and Hillington - 05,32.69
Paisley Gallowhill and Hillington - 06,18.86
Paisley Gallowhill and Hillington - 07,20.07
Paisley North - 01,76.88
Paisley North - 02,13.38
Paisley North - 03,4.35
Paisley North - 05,15.13
Paisley North - 06,4.89
Renfrew West - 01,20.13
Renfrew West - 02,21.09
Renfrew West - 04,31.96
Renfrew West - 05,22.27
Renfrew West - 06,0
Renfrew West - 07,17.06
Renfrew West - 08,14.34
Renfrew West - 09,19.98
Renfrew South - 01,27.95
Renfrew South - 02,31.76
Renfrew South - 03,23.71
Renfrew South - 04,17.52
Renfrew South - 05,21.1
Renfrew South - 06,24.45
Renfrew East - 01,5.32
Renfrew East - 02,0.16
Renfrew East - 03,4.67
Renfrew East - 05,0.23
Renfrew East - 06,19.83
Renfrew East - 07,20.99
Renfrew East - 08,48.86
Renfrew North - 01,24.31
Renfrew North - 02,40.1
Renfrew North - 03,31.54
Renfrew North - 04,65.2
Renfrew North - 05,18.62
Renfrew North - 06,40.42
Erskine East and Inchinnan - 01,19.41
Erskine East and Inchinnan - 02,15.95
Erskine East and Inchinnan - 03,21.46
Erskine East and Inchinnan - 04,24.15
Erskine East and Inchinnan - 05,3.7
Erskine East and Inchinnan - 06,0
Erskine East and Inchinnan - 07,3.27
Erskine East and Inchinnan - 08,44.49
Erskine East and Inchinnan - 09,43.54
Erskine Central - 01,29.46
Erskine Central - 02,16.44
Erskine Central - 03,31.48
Erskine Central - 04,42.51
Erskine Central - 05,36.02
Erskine Central - 06,28.29
Erskine Central - 07,0
Erskine West - 01,6.07
Erskine West - 02,6.09
Erskine West - 03,8.99
Erskine West - 04,28.87
Erskine West - 05,26.38
Erskine West - 06,24.55
Erskine West - 07,24.95
Bishopton - 01,9.47
Bishopton - 02,4.33
Bishopton - 03,2.88
Bishopton - 04,7.1
Bishopton - 05,4.15
Bishopton - 06,5.25
Linwood South - 03,66.21
Linwood South - 04,24.88
Linwood South - 05,76.53
Linwood South - 06,30.21
Linwood North - 01,7.7
Linwood North - 02,42.3
Linwood North - 03,35.28
Linwood North - 04,32.65
Linwood North - 05,43.48
Houston South - 01,6.49
Houston South - 02,5.98
Houston South - 03,5.82
Houston South - 04,3.81
Houston North - 01,0
Houston North - 02,1.62
Houston North - 03,6.79
Houston North - 04,0
Bridge of Weir - 01,2.36
Bridge of Weir - 02,1.73
Bridge of Weir - 03,13.62
Bridge of Weir - 04,8.3
Bridge of Weir - 05,0.7
Bridge of Weir - 06,1.43
Bridge of Weir - 07,0.92
Carlops Romannobridge,0.2
West Linton - Lower,1.8
West Linton - Upper,1.92
Eddleston and Area,2.96
Stobo - Blyth Bridge - Skirling,0.26
Broughton and Upper Tweed,0.79
Glentress and Manor Valley,2.38
Peebles - N - Connor St,4.12
Peebles North - Dalatho,12.99
Peebles - N - Cuddyside,9.51
Peebles - N - March St,6.16
Peebles - N - Eastgate,18.33
Peebles - S - Calvalry Park,2.18
Peebles - S - Gallow Hill,3.18
Peebles - S - Edderston Rd,1.1
Peebles - S - Caledonian-Springhill,2.12
Peebles - S - Victoria Park,4.08
Cardrona,0.97
Tweeddale East Landward,0
Walkerburn,14.1
Innerleithen - North,2.75
Innerleithen - South,6.03
Innerleithen - West,9.8
Earlston and Melrose Landward,0.36
Earlston - West,7.11
Earlston - East,5.35
Heriot - Fountainhall - Stow Landward,0
Stow,5.37
Clovenfords and Area,4.84
Galashiels - N - Halliburton,6.71
Galashiels - N - Town Centre,26.62
Galashiels - N - Windyknowe,6.79
Galashiels - N - Wood St,13.98
Galashiels - W - Old Town,29.19
Galashiels - W - Thistle St,7.17
Galashiels - W - Balmoral Rd,3.38
Galashiels - W - Balmoral Pl,8.98
Galashiels - S - Netherdale,7.08
Galashiels - S - St Peters Sch,18.87
Galashiels - S - Huddersfield,40.39
Galashiels - S - Glenfield,18.23
Gala - Langlee - East,18.48
Gala - Langlee - Central,28.65
Gattonside - Darnick - Chiefswood,4.74
Melrose - Newstead,11.67
Melrose - Dingleton Hill,1.32
Melrose - High Street,33.52
Tweedbank - West,6.3
Tweedbank - North,12.79
Tweedbank - East,16.62
Lauder - South,2.62
Lauder - North,5.1
Oxton and Area,1.35
Greenlaw,2.23
Swinton Leithholm and Fogo Area,0.52
Cranshaws - Abbey St Bathans Area,0
Westruther and Polwarth Area,0.1
Gordon and Hume Area,1.28
Duns - South,2.94
Duns - West,6.58
Duns - North,4.97
Duns - East,4.22
Ayton,11.13
St Abbs and Eyemouth Landward,2.26
Coldingham,7.19
Reston and Coldingham Moor Area,1.22
Cockburnspath and Area,0.59
Eyemouth - Gunsgreen,2.94
Eyemouth - Seafront Harbour,8.9
Eyemouth - Central,9.05
Eyemouth - South,4.24
Eyemouth - North,2.14
Preston and Manderston Area,1.07
Chirnside - West,5.87
Chirnside - East,4.18
Whitsome Allanton and Hutton Area,1.17
Foulden and Area,2.05
Birgham and Ladykirk Area,2.08
Coldstream - West,1.01
Coldstream - South,5.43
Coldstream - East,0.79
Town Yetholm,2.32
Morebattle Hownam and Area,0.36
Kelso S - Pinnaclehill,4.44
Kelso S - Maxwellheugh,2.47
Smailholm Stitchill and Ednam Area,0.13
Sprouston and Area,0.33
Kelso N - High Croft Orchard Park,6.77
Kelso N - Hendersyde Oakfield,0.15
Kelso N - Poynder Park,9.07
Kelso S - Bowmont and Edenside,10.31
Kelso S - Abbey,9.35
Kelso S - Broomlands,1.95
Oxnam and Camptown Area,0.03
Ancrum and Lanton Area,3.56
Roxburgh Heiton Eckford Area,1.42
Newtown St Boswells - South,5.78
Newtown St Boswells - North,2.35
Dryburgh Charlesfield Maxton Area,0
St Boswells - East,5.68
St Boswells - West,6.92
Jedburgh - Howden,2.47
Jedburgh - Doom Hill,2.18
Jedburgh - East Central,0.85
Jedburgh - West Central,7.28
Jedburgh - Abbey,1.65
Newcastleton,1.48
Teviothead and Hermitage Area,0.17
Denholm,2.7
Minto Cauldmill and Boonraw Area,0.08
Bonchester Bridge and Chesters Area,0
Hawick - Burnfoot - South East,8.37
Hawick Central - Wellogate,19.86
Hawick Central - Trinity,17.62
Hawick Central - Millers Knowes,3.17
Hawick Central - Town Centre,29.46
Hawick Central - Weensland,2.89
Hawick West End - Wilton Dean,1.06
Hawick West End - Crumhaughill and Parkdaill,9.79
Hawick Central - Drumlanrig,8.79
Hawick West End - Crumhaugh,16.21
Hawick North - Commercial Road,22.26
Hawick North - Wilton Hill,20.11
Hawick North - Stirtches,5.34
Hawick North - Silverbuthall,11.71
Ashkirk Lilliesleaf and Midlem Area,0
Bowden and Lindean Area,0.4
Ettrick Water and Bowhill Area,0.05
Selkirk - Shawburn,14.2
Selkirk - Town Centre,27.08
Selkirk - Hillside Terrace,12.26
Selkirk - Shawpark,6.3
Selkirk - Dunsdale,8.66
Selkirk - Heatherlie,6.82
Selkirk - Bannerfield,4.39
Shetland South - 01,0.58
Shetland South - 02,1.04
Shetland South - 03,1.15
Shetland South - 04,0.64
Lerwick South - 01,0.9
Lerwick South - 02,1.43
Lerwick South - 03,2.28
Lerwick North - 01,9.77
Lerwick North - 02,10.12
Lerwick North - 03,2.2
Lerwick North - 04,13.42
Lerwick North - 05,8.11
Lerwick North - 06,14.37
Lerwick North - 07,1.9
Central Shetland - 01,0.27
Central Shetland - 02,1.11
Central Shetland - 03,1.14
Central Shetland - 04,0.53
East and West Mainland - 01,0.21
East and West Mainland - 02,1.31
East and West Mainland - 03,0.12
East and West Mainland - 04,0.06
North Mainland - 01,1.1
North Mainland - 02,0.96
North Mainland - 03,0.25
North and East Isles - 01,0.39
North and East Isles - 02,0.49
North and East Isles - 03,0
North and East Isles - 04,0
Carrick South - 01,0.27
Carrick South - 02,0.31
Carrick South - 03,0.31
Carrick South - 04,3.49
Carrick South - 05,1.77
Carrick South - 06,1.76
Carrick South - 07,1.76
Girvan Glendoune - 01,6.1
Girvan Glendoune - 02,10.84
Girvan Glendoune - 05,3.89
Girvan Ailsa - 01,8.46
Girvan Ailsa - 02,11.43
Girvan Ailsa - 03,12.37
Girvan Ailsa - 04,6.88
Girvan Ailsa - 05,17.65
Maybole - 01,5.15
Maybole - 02,4.45
Maybole - 03,0.38
Maybole - 04,2.3
Maybole - 05,2.63
Maybole - 06,6.74
Maybole - 07,2.98
Carrick North - 01,0.07
Carrick North - 02,1.13
Carrick North - 03,0.79
Carrick North - 04,1.31
Carrick North - 05,1.67
Coylton - 01,4.84
Coylton - 02,2.46
Coylton - 03,2.22
Coylton - 04,5.23
Coylton - 05,1.21
Alloway and Doonfoot - 01,3.22
Alloway and Doonfoot - 02,3.8
Alloway and Doonfoot - 03,6.57
Alloway and Doonfoot - 04,3.77
Alloway and Doonfoot - 05,0.87
Alloway and Doonfoot - 06,2.77
Alloway and Doonfoot - 07,3.6
Alloway and Doonfoot - 08,3.18
Castlehill and Kincaidston - 01,10.79
Castlehill and Kincaidston - 02,7.87
Castlehill and Kincaidston - 03,25.98
Castlehill and Kincaidston - 04,20.79
Castlehill and Kincaidston - 05,39.49
Castlehill and Kincaidston - 06,25.36
Castlehill and Kincaidston - 07,32.73
Belmont - 01,49.62
Belmont - 02,34.35
Belmont - 03,14.41
Belmont - 04,10.92
Belmont - 05,21.53
Belmont - 06,5.5
Belmont - 07,7.11
Holmston and Forehill - 01,0.74
Holmston and Forehill - 02,33.59
Holmston and Forehill - 03,11.99
Holmston and Forehill - 04,11.43
Holmston and Forehill - 05,3.84
Holmston and Forehill - 06,9.45
Holmston and Forehill - 07,1.84
Ayr South Harbour and Town Centre - 01,0
Ayr South Harbour and Town Centre - 02,45.06
Ayr South Harbour and Town Centre - 03,58.2
Ayr South Harbour and Town Centre - 04,52.89
Ayr South Harbour and Town Centre - 05,27.31
Ayr South Harbour and Town Centre - 06,9.67
Ayr South Harbour and Town Centre - 07,9.52
"Ayr North Harbour, Wallacetown and Newton South - 01",40.48
"Ayr North Harbour, Wallacetown and Newton South - 02",30.44
"Ayr North Harbour, Wallacetown and Newton South - 03",40.97
"Ayr North Harbour, Wallacetown and Newton South - 04",33.79
"Ayr North Harbour, Wallacetown and Newton South - 05",31.15
"Ayr North Harbour, Wallacetown and Newton South - 06",17.42
Craigie - 01,12.7
Craigie - 02,11.79
Craigie - 03,8.57
Dalmilling - 01,7.13
Dalmilling - 02,18.14
Dalmilling - 03,6.22
Dalmilling - 04,5.19
"Lochside, Braehead and Whitletts - 02",24.73
"Lochside, Braehead and Whitletts - 04",26.83
"Lochside, Braehead and Whitletts - 05",42.37
"Lochside, Braehead and Whitletts - 06",49.17
Newton North - 01,39.38
Newton North - 02,34.24
Newton North - 03,32.15
Newton North - 04,39.42
Newton North - 05,19.34
Newton North - 06,43.81
Heathfield - 01,13.49
Heathfield - 02,7.6
Heathfield - 03,0
Heathfield - 04,12.47
Heathfield - 05,17.79
Heathfield - 06,13.91
Prestwick West - 01,18.14
Prestwick West - 02,45.34
Prestwick West - 03,0
Prestwick West - 04,48.55
Prestwick West - 05,36.1
Prestwick West - 06,23.64
Prestwick East - 01,23.73
Prestwick East - 02,12.05
Prestwick East - 03,16.48
Prestwick East - 04,19.55
Prestwick East - 05,20.06
Prestwick East - 06,8.79
Prestwick East - 07,8.79
Prestwick Airport and Monkton - 01,8.31
Prestwick Airport and Monkton - 02,7.22
Prestwick Airport and Monkton - 03,5.68
Prestwick Airport and Monkton - 04,21.62
"Annbank, Mossblown and Tarbolton - the Coalfields - 01",4.74
"Annbank, Mossblown and Tarbolton - the Coalfields - 02",2.82
"Annbank, Mossblown and Tarbolton - the Coalfields - 03",2.12
"Annbank, Mossblown and Tarbolton - the Coalfields - 04",6.14
"Annbank, Mossblown and Tarbolton - the Coalfields - 05",4.42
"Annbank, Mossblown and Tarbolton - the Coalfields - 06",4.66
"Annbank, Mossblown and Tarbolton - the Coalfields - 07",2.34
"Dundonald, Loans and Symington - 01",3.29
"Dundonald, Loans and Symington - 02",0.38
"Dundonald, Loans and Symington - 03",1.48
"Dundonald, Loans and Symington - 04",7.5
"Dundonald, Loans and Symington - 05",2.41
"Dundonald, Loans and Symington - 06",5.5
"Dundonald, Loans and Symington - 07",6.09
Muirhead - 01,17.3
Muirhead - 02,21.03
Muirhead - 03,16.76
Muirhead - 04,6.19
Muirhead - 05,6.18
Muirhead - 06,8.3
Muirhead - 07,6.35
Muirhead - 08,2.8
Barassie - 01,2.92
Barassie - 02,14.06
Barassie - 03,11.59
Barassie - 04,13.37
Barassie - 05,10.64
Barassie - 06,13.18
Troon - 01,1.3
Troon - 02,4.27
Troon - 03,11.3
Troon - 04,14.35
Troon - 05,9.16
Troon - 06,4.27
Troon - 07,1.98
Clydesdale South - 02,1.07
Clydesdale South - 03,0.96
Clydesdale South - 04,0.9
"Biggar, Symington, Thankerton and Dolphinton - 01",2.82
"Biggar, Symington, Thankerton and Dolphinton - 02",0.42
"Biggar, Symington, Thankerton and Dolphinton - 03",3.89
"Biggar, Symington, Thankerton and Dolphinton - 04",0.42
"Biggar, Symington, Thankerton and Dolphinton - 05",4.17
"Biggar, Symington, Thankerton and Dolphinton - 07",1.99
"Carstairs, Carstairs Junction and Carnwath - 01",2.1
"Carstairs, Carstairs Junction and Carnwath - 02",0.78
"Carstairs, Carstairs Junction and Carnwath - 03",2.96
"Carstairs, Carstairs Junction and Carnwath - 04",1.19
"Carstairs, Carstairs Junction and Carnwath - 05",4.37
"Carstairs, Carstairs Junction and Carnwath - 06",0.55
"Forth, Braehead and Auchengray - 01",0.01
"Forth, Braehead and Auchengray - 02",0.02
"Forth, Braehead and Auchengray - 03",1.11
"Forth, Braehead and Auchengray - 04",2.97
"Forth, Braehead and Auchengray - 05",2.35
Law - 01,1.43
Law - 02,5.1
Law - 03,6.68
Law - 04,10.87
Law - 05,5.26
Law - 06,3.18
Carluke West - 01,2.97
Carluke West - 02,11.19
Carluke West - 03,1.33
Carluke West - 04,9.28
Carluke North - 01,20.44
Carluke North - 02,14.88
Carluke North - 03,5.42
Carluke North - 04,2.11
Carluke East - 01,0
Carluke East - 02,3.12
Carluke East - 03,6.77
Carluke East - 04,8.19
Carluke East - 05,2.14
Carluke South - 01,5.96
Carluke South - 02,1.58
Carluke South - 03,7.02
Carluke South - 04,11.78
"Crossford, Braidwood and Yieldshields - 01",1.98
"Crossford, Braidwood and Yieldshields - 02",3.84
"Crossford, Braidwood and Yieldshields - 03",0
"Crossford, Braidwood and Yieldshields - 04",1.28
Lanark North West - 01,27.6
Lanark North West - 02,25.7
Lanark North West - 03,11.65
Lanark North West - 04,4.55
Lanark North East - 01,8.17
Lanark North East - 02,12.07
Lanark North East - 04,3.6
Lanark South - 01,0.07
Lanark South - 02,2.01
Lanark South - 03,10.15
Lanark South - 04,29.68
Lanark South - 05,5.8
Hazelbank and Kirkfieldbank - 01,1.03
Hazelbank and Kirkfieldbank - 02,0
Hazelbank and Kirkfieldbank - 03,5.17
Hazelbank and Kirkfieldbank - 04,1.07
Hazelbank and Kirkfieldbank - 05,0.69
"Douglas, Coalburn and Rigside - 01",7.59
"Douglas, Coalburn and Rigside - 02",3.74
"Douglas, Coalburn and Rigside - 03",7.61
"Douglas, Coalburn and Rigside - 04",2.49
"Douglas, Coalburn and Rigside - 05",4.62
Lesmahagow - 03,4.84
Lesmahagow - 04,9.68
Lesmahagow - 05,8.38
Kirkmuirhill and Blackwood - 01,0.93
Kirkmuirhill and Blackwood - 02,4.67
Kirkmuirhill and Blackwood - 03,12.16
Kirkmuirhill and Blackwood - 04,7.55
Kirkmuirhill and Blackwood - 05,13.74
Kirkmuirhill and Blackwood - 06,2.12
Ashgill and Netherburn - 01,5.22
Ashgill and Netherburn - 02,4.19
Ashgill and Netherburn - 03,8.33
Merryton and Meadowhill - 01,2.41
Merryton and Meadowhill - 02,18.04
Merryton and Meadowhill - 03,9.05
Merryton and Meadowhill - 04,19.15
"Larkhall Central, Raploch, Millheugh and Burnhead - 01",15.08
"Larkhall Central, Raploch, Millheugh and Burnhead - 02",5.88
"Larkhall Central, Raploch, Millheugh and Burnhead - 03",1.49
"Larkhall Central, Raploch, Millheugh and Burnhead - 04",8.91
"Larkhall Central, Raploch, Millheugh and Burnhead - 05",20.82
Hareleeshill - 01,13.28
Hareleeshill - 02,12.26
Hareleeshill - 03,15.05
Hareleeshill - 04,21.44
Hareleeshill - 05,8.83
Hareleeshill - 06,14.88
Strutherhill - 01,15.64
Strutherhill - 03,9.1
Strutherhill - 04,8.86
Stonehouse - 01,9.25
Stonehouse - 03,4.27
Stonehouse - 04,4.53
Stonehouse - 05,4.13
Stonehouse - 06,4.55
Stonehouse - 07,4.75
Stonehouse - 08,6.05
Strathaven South - 01,0.99
Strathaven South - 02,0
Strathaven South - 03,4.03
Strathaven South - 04,0
Strathaven South - 05,9.34
Strathaven South - 06,2.57
Strathaven South - 07,0
Strathaven North - 01,2.73
Strathaven North - 02,2.45
Strathaven North - 03,0
Strathaven North - 04,2.03
"Chapelton, Glengavel and Sandford - 01",1.91
"Chapelton, Glengavel and Sandford - 02",0
"Chapelton, Glengavel and Sandford - 03",0
"Chapelton, Glengavel and Sandford - 04",0.95
"Glassford, Quarter and Allanton - 01",1.31
"Glassford, Quarter and Allanton - 02",2.27
"Glassford, Quarter and Allanton - 03",4.38
"Glassford, Quarter and Allanton - 04",22.31
Eddlewood - 01,3.66
Eddlewood - 02,7.69
Eddlewood - 03,5.03
Eddlewood - 04,7.11
Eddlewood - 05,3.71
Low Waters - 01,27.78
Low Waters - 02,4.21
Low Waters - 03,37.38
Low Waters - 04,29.51
Silvertonhill - 01,1.44
Silvertonhill - 02,23.51
Silvertonhill - 03,10.01
Silvertonhill - 04,38.75
Hamilton Centre and Low Parks - 01,30.95
Hamilton Centre and Low Parks - 02,74.28
Hamilton Centre and Low Parks - 03,87.45
Hamilton Centre and Low Parks - 04,10.25
Hamilton Centre and Low Parks - 05,17.77
Laighstonehall - 01,27.72
Laighstonehall - 02,17.68
Laighstonehall - 03,9.51
Laighstonehall - 04,8.17
Laighstonehall - 05,51.42
Fairhill - 01,25.65
Fairhill - 02,19.21
Woodhead and Meikle Earnock - 01,22.03
Woodhead and Meikle Earnock - 02,30.17
Woodhead and Meikle Earnock - 03,19.62
Woodhead and Meikle Earnock - 04,18.31
Little Earnock - 01,0.25
Little Earnock - 02,3.56
Little Earnock - 03,17.36
Little Earnock - 04,3.15
Little Earnock - 05,4.86
Little Earnock - 06,11.87
Little Earnock - 07,0.38
Little Earnock - 08,0.26
Earnock - 01,2.56
Earnock - 02,19.61
Earnock - 03,13.53
Earnock - 04,9.18
Earnock - 05,14.72
Earnock - 06,10.37
Hillhouse - 01,10.23
Hillhouse - 02,13.89
Hillhouse - 03,14.92
Hillhouse - 04,17.66
Hillhouse - 05,17.92
High Blantyre - 01,17.96
High Blantyre - 02,33.35
High Blantyre - 03,24.87
High Blantyre - 04,21.25
High Blantyre - 05,22.85
High Blantyre - 06,6.67
High Blantyre - 07,13.54
Blantyre South and Wheatlands - 01,3.46
Blantyre South and Wheatlands - 02,18.21
Blantyre South and Wheatlands - 03,16.97
Blantyre South and Wheatlands - 04,6.55
Blantyre South and Wheatlands - 05,4.28
Blantyre South and Wheatlands - 06,35.42
Low Blantyre and Bardykes - 01,14.93
Low Blantyre and Bardykes - 02,0.68
Low Blantyre and Bardykes - 03,1.49
Low Blantyre and Bardykes - 04,0.08
Low Blantyre and Bardykes - 05,0
Blantytre North and Coatshill - 01,19.48
Blantytre North and Coatshill - 02,14.8
Blantytre North and Coatshill - 03,9.71
Blantytre North and Coatshill - 04,2.38
Burnbank North - 01,39.15
Burnbank North - 02,77.09
Burnbank North - 03,27.68
Burnbank North - 04,9.78
Burnbank North - 05,7.28
Burnbank North - 06,0
Burnbank North - 07,27.85
Burnbank Central and Udston - 01,5.36
Burnbank Central and Udston - 02,18.76
Burnbank Central and Udston - 04,51.55
Burnbank Central and Udston - 05,81.68
Burnbank Central and Udston - 06,92.74
Burnbank Central and Udston - 07,14.74
Burnbank South and Chantinghall - 01,9.5
Burnbank South and Chantinghall - 02,4.94
Burnbank South and Chantinghall - 03,1.43
Burnbank South and Chantinghall - 04,1.76
Burnbank South and Chantinghall - 05,90.6
Whitehill - 01,18.95
Whitehill - 02,13.13
Whitehill - 03,5.38
Whitehill - 04,2.06
Whitehill - 05,2.82
Bothwell South - 01,0.53
Bothwell South - 02,8.69
Bothwell South - 03,6.47
Bothwell South - 04,20.65
Bothwell South - 05,0
Bothwell North - 01,0
Bothwell North - 02,1.68
Bothwell North - 03,12.08
Bothwell North - 04,0
Uddingston and Gardenside - 01,0
Uddingston and Gardenside - 02,5.56
Uddingston and Gardenside - 03,15.85
Uddingston and Gardenside - 04,5.73
Uddingston and Gardenside - 05,6.16
Uddingston and Gardenside - 06,9.26
Uddingston and Gardenside - 07,3.05
"Halfway, Hallside and Drumsagard - 01",8.96
"Halfway, Hallside and Drumsagard - 02",9.8
"Halfway, Hallside and Drumsagard - 03",4.48
"Halfway, Hallside and Drumsagard - 04",1.45
"Halfway, Hallside and Drumsagard - 05",2.28
"Halfway, Hallside and Drumsagard - 06",13.24
"Halfway, Hallside and Drumsagard - 07",1.97
Westburn and Newton - 01,2.97
Westburn and Newton - 03,13.64
Westburn and Newton - 04,5.25
Westburn and Newton - 05,35.07
Westburn and Newton - 07,2.51
Westburn and Newton - 08,2.8
Westburn and Newton - 09,7.79
Vicarland and Cairns - 01,8.1
Vicarland and Cairns - 02,26.3
Vicarland and Cairns - 05,12.56
Vicarland and Cairns - 06,23.55
Whitlawburn and Greenlees - 01,7.04
Whitlawburn and Greenlees - 04,4.95
Whitlawburn and Greenlees - 05,0
Whitlawburn and Greenlees - 06,4.15
Whitlawburn and Greenlees - 07,9.25
Cambuslang Central - 01,11.2
Cambuslang Central - 02,0.56
Cambuslang Central - 03,23.04
Cambuslang Central - 04,29.48
Cambuslang Central - 05,5.71
"Burgh, Eastfield and Silverbank - 01",4.28
"Burgh, Eastfield and Silverbank - 02",15.02
"Burgh, Eastfield and Silverbank - 03",13.98
"Burgh, Eastfield and Silverbank - 04",5.29
"Burgh, Eastfield and Silverbank - 05",8.66
"Burgh, Eastfield and Silverbank - 06",16.74
"Burgh, Eastfield and Silverbank - 07",30.11
"Burgh, Eastfield and Silverbank - 08",26.04
Farme Cross and Gallowflat North - 01,36.87
Farme Cross and Gallowflat North - 02,46.79
Farme Cross and Gallowflat North - 03,66.17
Farme Cross and Gallowflat North - 04,31.47
Shawfield and Clincarthill - 01,30.46
Shawfield and Clincarthill - 02,36.66
Shawfield and Clincarthill - 03,64.69
Shawfield and Clincarthill - 04,94.45
Shawfield and Clincarthill - 05,64.67
Burnhill and Bankhead North - 01,15
Burnhill and Bankhead North - 02,12.75
Burnhill and Bankhead North - 03,35.38
Burnhill and Bankhead North - 04,72.79
Bankhead South - 01,14.91
Bankhead South - 02,20.01
Bankhead South - 03,14.32
Bankhead South - 04,8.03
Spittal - 01,12.48
Spittal - 02,16.18
Spittal - 03,28.95
Spittal - 04,11.11
High Crosshill - 01,4.16
High Crosshill - 02,25.14
High Crosshill - 03,8.7
High Crosshill - 04,21.66
Burnside and Springhall - 01,30.79
Burnside and Springhall - 02,29.26
Burnside and Springhall - 03,13.08
Burnside and Springhall - 04,24.48
Burnside and Springhall - 05,5.66
Burnside and Springhall - 06,20.09
Burnside and Springhall - 07,6.19
Fernhill and Cathkin - 01,1.68
Fernhill and Cathkin - 02,13.97
Fernhill and Cathkin - 03,37.31
Fernhill and Cathkin - 04,24.15
Fernhill and Cathkin - 05,34.63
Nerston and EK Landward Area - 01,2.8
Nerston and EK Landward Area - 02,7.22
Nerston and EK Landward Area - 03,7.6
Nerston and EK Landward Area - 04,4.85
Nerston and EK Landward Area - 05,0
Nerston and EK Landward Area - 07,8.25
Calderwood East - 01,19.83
Calderwood East - 02,14.22
Calderwood East - 03,25.11
Calderwood East - 04,23.97
Calderwood East - 05,27.01
Calderwood Central - 01,0.26
Calderwood Central - 02,38.58
Calderwood Central - 03,36.76
Calderwood Central - 04,15.05
Calderwood Central - 05,21.69
Calderwood West and Nerston - 01,22.71
Calderwood West and Nerston - 02,59.7
Calderwood West and Nerston - 03,24.77
Calderwood West and Nerston - 04,12.29
Calderwood West and Nerston - 05,3.07
St Leonards North - 01,10.42
St Leonards North - 02,15.48
St Leonards North - 03,27.07
St Leonards North - 04,29.9
St Leonards North - 05,23.63
St Leonards North - 06,43.01
St Leonards North - 07,22.62
St Leonards South - 01,3.97
St Leonards South - 02,12.01
St Leonards South - 03,9.89
St Leonards South - 04,7.38
St Leonards South - 05,7.12
St Leonards South - 06,17.7
St Leonards South - 07,23.23
East Mains - 01,20.42
East Mains - 02,3.44
East Mains - 03,1.48
East Mains - 04,3.71
West Mains - 01,11.75
West Mains - 02,10.31
West Mains - 03,10.84
West Mains - 04,10.55
Stewartfield East - 01,5.59
Stewartfield East - 02,4.02
Stewartfield East - 03,5.25
Stewartfield East - 04,3.62
Stewartfield West - 01,14.07
Stewartfield West - 02,10.91
Stewartfield West - 03,2.12
Stewartfield West - 04,0.52
Stewartfield West - 05,1.6
Stewartfield West - 06,4.35
"Thorntonhall, Jackton and Gardenhall - 01",9.17
"Thorntonhall, Jackton and Gardenhall - 02",9.88
"Thorntonhall, Jackton and Gardenhall - 03",3.7
"Thorntonhall, Jackton and Gardenhall - 04",2
"Thorntonhall, Jackton and Gardenhall - 05",0
Hairmyres and Westwood West - 01,6.2
Hairmyres and Westwood West - 02,8.8
Hairmyres and Westwood West - 03,7.83
Hairmyres and Westwood West - 04,32.99
Hairmyres and Westwood West - 05,38.49
Mossneuk and Newlandsmuir - 01,3.07
Mossneuk and Newlandsmuir - 02,11.38
Mossneuk and Newlandsmuir - 03,6.28
Mossneuk and Newlandsmuir - 04,7.22
Mossneuk and Newlandsmuir - 05,2.95
Crosshouse and Lindsayfield - 01,5.15
Crosshouse and Lindsayfield - 02,4.55
Crosshouse and Lindsayfield - 03,10.3
Crosshouse and Lindsayfield - 04,20.85
Crosshouse and Lindsayfield - 05,7.4
Crosshouse and Lindsayfield - 06,6.57
Crosshouse and Lindsayfield - 07,12.8
Whitehills West - 01,16.7
Whitehills West - 02,15.45
Whitehills West - 04,22.94
Whitehills West - 05,39.67
Greenhills - 01,41.12
Greenhills - 02,29.88
Greenhills - 03,6.91
Greenhills - 04,15.83
Greenhills - 05,6.56
